,NULL,文字说明,命令,系统
116,001,MCMC、蒙特卡洛近似和Metropolis算法简介,https://www.toutiao.com/i6888096894002659848/,all
117,001,混淆矩阵、AUC、ROC，傻傻分不清楚？来看这篇就对了,https://www.toutiao.com/i6821113508365599243/,all
118,001,随机游走deepinwalk,https://toutiao.com/group/6766104546411282947/?appnews_article_social&timestamp1604504071&use_new_style1&req_id20201104233430010202086095500C9B80&group_id6766104546411282947&tt_frommobile_qq&utm_sourcemobile_qq&utm_mediumtoutiao_ios&utm_campaignclient_share,all
119,001,把贝叶斯、奥卡姆和香农约一块儿，探讨下机器学习的定义,https://www.toutiao.com/a6599483650624979469/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604466377&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011041306160101941000984F0487DD&group_id6599483650624979469,all
120,001,分布式初探——判断因果关系的向量时钟算法,https://www.toutiao.com/i6790914312366981645/,all
121,001,算法浅谈——怎么样才最有可能选中真命天子呢？,https://www.toutiao.com/i6782317040599302667/,all
122,001,大数据算法——布隆过滤器,https://www.toutiao.com/i6793479259584201229/,all
123,001,详解十大数据挖掘算法之Apriori,https://www.toutiao.com/i6823687838966481421/,all
124,001,嫌弃Apriori算法太慢？使用FP-growth算法让你的数据挖掘快到飞起,https://www.toutiao.com/i6826532031598428679/,all
125,001,机器学习基础——搜索引擎的原理和架构,https://www.toutiao.com/i6774186269447553540/,all
126,001,机器学习基础——倒排索引与搜索引擎,https://www.toutiao.com/i6779357267008422411/,all
127,001,线性代数精华1——从行列式开始,https://www.toutiao.com/i6773880253216457219/,all
128,001,线性代数精华2——逆矩阵的推导过程,https://www.toutiao.com/i6776386518664610316/,all
129,001,线性代数精华——矩阵的特征值与特征向量,https://www.toutiao.com/i6789385468623454731/,all
130,001,线性代数精华——从正交向量到正交矩阵,https://www.toutiao.com/i6784184747057742349/,all
131,001,线性代数精华——向量的线性相关与空间的基,https://www.toutiao.com/i6781600877087031811/,all
132,001,线性代数精华——讲透矩阵的初等变换与矩阵的秩,https://www.toutiao.com/i6778986164608041486/,all
133,001,概率统计——三扇门游戏与贝叶斯定理,https://www.toutiao.com/i6777502420638368269/,all
134,001,概率统计——期望、方差与最小二乘法,https://www.toutiao.com/i6785427364705731076/,all
135,001,举一个“栗子”讲清楚泊松分布,https://www.toutiao.com/i6824482764264309256/,all
136,001,方差、协方差与皮尔逊值,https://www.toutiao.com/i6827244269888078339/,all
137,001,概率统计——讲透最经典的三种概率分布,https://www.toutiao.com/i6782691198655005187/,all
138,001,概率统计——为什么条件概率的结果总和直觉不同？,https://www.toutiao.com/i6780096068609638916/,all
139,001,高等数学——讲透求极限两大方法，夹逼法与换元法,https://www.toutiao.com/i6787896676695671308/,all
140,001,高等数学——导数的定义和常见导数,https://www.toutiao.com/i6790548985800032775/,all
141,001,高等数学——复杂函数的求导方法,https://www.toutiao.com/i6793099291201110535/,all
142,001,高等数学——详解洛必达法则,https://www.toutiao.com/i6798297347559260686/,all
143,001,看完这篇让你高数不挂科之——泰勒公式,https://www.toutiao.com/i6800919131072758286/,all
144,001,一文讲透高数中的微分中值定理,https://www.toutiao.com/i6795689897442148868/,all
145,001,从辗转相除法到求逆元，数论算法初体验,https://www.toutiao.com/i6832812368334946824/,all
146,001,快速求解方程的根——二分法与牛顿迭代法,https://www.toutiao.com/i6803484894719640078/,all
147,001,高等数学——推导牛顿莱布尼茨定积分公式,https://www.toutiao.com/i6819268202388783627/,all
148,001,高等数学——微积分中的不定积分,https://www.toutiao.com/i6806082876128363019/,all
149,001,高等数学——求解不定积分的经典换元法,https://www.toutiao.com/i6808689403251130888/,all
150,001,10行实现最短路算法——Dijkstra,https://www.toutiao.com/i6870678228881637902/,all
151,001,10行代码实现的最短路算法—Bellmanford与SPFA,https://www.toutiao.com/i6868462514028413447/,all
152,001,LeetCode专题——详解搜索算法中的搜索策略和剪枝,https://www.toutiao.com/i6804264995354837511/,all
153,001,算法浅谈——走迷宫问题与广度优先搜索,https://www.toutiao.com/i6803120927987991048/,all
154,001,算法例题——从搜索算法推导到贪心,https://www.toutiao.com/i6809805552554623491/,all
155,001,学习Numpy，看这篇文章就够啦,https://www.toutiao.com/a6867453951122342412/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604440488&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011040554470100140472091D105313&group_id6867453951122342412,all
156,001,每个数据科学家都应该知道的20个NumPy操作,https://www.toutiao.com/i6867315542043623949/,all
157,001,Numpy中这些基础的api你都会用吗？,https://www.toutiao.com/i6838032780203393539/,all
158,001,pythonpandas速查手册,https://www.toutiao.com/a6795410391703749123/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604441723&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011040615230102040570914A107496&group_id6795410391703749123,all
159,001,Python专题——详解enumerate与zip用法,https://www.toutiao.com/i6807566646958359044/,all
160,001,Python——五分钟带你弄懂迭代器与生成器，夯实代码能力,https://www.toutiao.com/i6802378943606292996/,all
161,001,Python项目代码写完了，然后怎么打包和发布？,https://www.toutiao.com/a6858439350196109832/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604441604&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011040613240100110601051210989A&group_id6858439350196109832,all
162,001,数学证明深度学习激活函数从Softmax到Sparsemax,https://www.toutiao.com/a6872268013207290376/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604440735&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202011040558550102020880313C103AF4&group_id6872268013207290376,all
163,001,shell中最强大，实用的命令awk，梳理清楚就是这么简单,https://www.toutiao.com/a6710130734595572231/?tt_frommobile_qq&utm_campaignclient_share&timestamp1602242156&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202010091915560100120210161B123A47&group_id6710130734595572231,all
164,001,60题PyTorch简易入门指南，做技术的弄潮儿,https://zhuanlan.zhihu.com/p/250649565?utm_sourceZHShareTargetIDMore&utm_mediumsocial&utm_oi737646268834152448,all
165,001,图神经网络之神器——PyTorchGeometric上手&实战,https://zhuanlan.zhihu.com/p/94491664?utm_sourceZHShareTargetIDMore&utm_mediumsocial&utm_oi737646268834152448,all
166,001,让机器学习自动帮我们建模，这4个Python库能让你大开眼界,https://www.toutiao.com/a6873417340151824904/?tt_frommobile_qq&utm_campaignclient_share&timestamp1602342618&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id20201010231017010014041155071AD2E5&group_id6873417340151824904,all
167,001,到底什么是A/B测试？腾讯数据分析师手把手教你设计A/B测试,https://www.toutiao.com/a6885912853551940099/?tt_frommobile_qq&utm_campaignclient_share&timestamp1603639215&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id202010252320140100140632281C19A0E4&group_id6885912853551940099,all
168,001,知识蒸馏：如何用一个神经网络训练另一个神经网络,https://www.toutiao.com/a6888480635548074507/?tt_frommobile_qq&utm_campaignclient_share&timestamp1603906022&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id2020102901270101020208805249138441&group_id6888480635548074507,all
169,001,如何检查服务器是否被入侵？,https://www.wukong.com/answer/6756151970723004679/,all
170,001,LightGBM的参数详解以及如何调优,https://www.toutiao.com/i6870295900175106563/,all
171,001,详解command设计模式，解耦操作和回滚,https://www.toutiao.com/i6884035774665196039/,all
172,001,设计模式|Catalog设计模式，抵御业务方需求变动,https://www.toutiao.com/i6873641658370490891/,all
173,001,详解工程师不可不会的LRU缓存淘汰算法,https://www.toutiao.com/i6883291035523351047/,all
174,001,Python进阶——详解元类，metaclass的原理和用法,https://www.toutiao.com/i6839511956634731020/,all
175,001,怎么在Python装饰器中自定义功能呢？用这种方法让你“为所欲为”,https://www.toutiao.com/i6826336579242426887/,all
176,001,Python装饰器不会传参？别着急，这篇文章为你解惑,https://www.toutiao.com/i6823371614067884556/,all
177,001,Python——详解collections工具库,https://www.toutiao.com/i6799776825686884871/,all
178,001,一文搞定Python装饰器，看完面试不再慌,https://www.toutiao.com/i6820922415606923784/,all
179,001,30段极简Python代码：这些小技巧你都Get了么,https://www.toutiao.com/a6740081099646435847/?tt_frommobile_qq&utm_campaignclient_share&timestamp1604441774&appnews_article_social&utm_sourcemobile_qq&utm_mediumtoutiao_ios&use_new_style1&req_id20201104061613010202089131301091A2&group_id6740081099646435847,all
180,001,随机数大家都会用，但是你知道生成随机数的算法吗？,https://www.toutiao.com/i6891078346327720460/,all
181,001,一次找出范围内的所有素数，埃式筛法是什么神仙算法？,https://www.toutiao.com/i6835413133494845956/,all
182,001,XGBoost参数调优完全指南（附Python代码）,https://blog.csdn.net/u010657489/article/details/51952785,all
183,001,数据科学家需要知道的5种图算法,https://www.toutiao.com/i6765432347903918605/,all
184,001,为什么特征相关性非常的重要,https://www.toutiao.com/i6750613464797938189/,all
185,001,贝叶斯定理如何帮助赢得第二次世界大战破解日本海军密码JN25,https://www.toutiao.com/i6878876872327823880/,all
186,001,17种深度强化学习算法用Pytorch实现（附链接）,https://www.toutiao.com/i6737646486395290120/,all
187,001,了解随机游走模型和移动平均过程(Python),https://www.toutiao.com/i6828420317887595020/,all
188,001,Python手写决策树并应对过度拟合问题,https://www.toutiao.com/i6894774902390260232/,all
189,001,Python实现OCR识别提取图片文字，步骤简单小白也能做,https://www.ixigua.com/6895296891827782157/,all
190,001,词嵌入教程,https://www.toutiao.com/i6890533202180604424/,all
191,001,PyTorch实现用于文本生成的循环神经网络,https://www.toutiao.com/i6853649799044923912/,all
192,001,面向软件工程师的卡尔曼滤波器,https://www.toutiao.com/i6786630824532902414/,all
193,001,用python逐步实现卡尔曼滤波器,https://www.toutiao.com/i6666758827133633036/,all
194,001,一文四种方法学会文本预处理干货,https://www.toutiao.com/i6890873327120810504/,all
195,001,详解谷歌最强NLP模型BERT（理论+实战,https://www.toutiao.com/i6648815500916687373/,all
196,001,到底什么是A/B测试？腾讯数据分析师手把手教你设计A/B测试,https://www.toutiao.com/i6885912853551940099/,all
197,001,经典的自动控制算法PID，了解一下？,https://www.toutiao.com/i6881437310311891469/,all
198,001,使用python来进行用户流失预测的实战,https://www.toutiao.com/i6836976414651056648/,all
199,001,推荐系统基础：使用PyTorch进行矩阵分解,https://www.toutiao.com/i6868423019627446791/,all
200,001,降维讲解：使用python实现简单的神经网络（BP算法）,https://www.toutiao.com/i6858613316533617164/,all
201,001,用Python实现多层感知器神经网络除非你能学习到一些东西，否则不要重复造轮子。强大的库已经存在了，如：TensorFlow，PyTorch，Keras等等。我将介绍在Python中创建多层感知器（MLP）神经网络的基本知识。感知器是神经网络的基本组成部分。感知器的输入函数是权重，偏差和输入数据的线性组合。具体来说：in_jweightinput+bias.(in_j权重输入+偏差)。在每个感知器上，我们都可以指定一个激活函数g。激活函数是一种确保感知器“发射”或仅在达到一定输入水平后才激活的数学方法。常见的非线性激活函数为S型，softmax，整流线性单位（ReLU）或简单的tanH。激活函数有很多选项，但是在本文中我们仅涉及Sigmoid和softmax。,https://www.toutiao.com/i6869769006375502344/,all
202,001,2020年文档相似性算法：初学者教程,https://www.toutiao.com/i6871806713557680644/,all
203,001,机器学习和数据科学的最佳公共数据集,https://www.toutiao.com/i6874902541461783054/,all
204,001,PyTorch:Bi-LSTM的文本生成,https://www.toutiao.com/i6872340782703968781/,all
205,001,使用Python可视化Word2vec的结果,https://www.toutiao.com/i6877939427037938183/,all
206,001,怎样用深度学习研究地震降噪？一次告诉你所有的思路,https://www.toutiao.com/i6878897493355168264/,all
207,001,「Python爬虫进阶」不用了解网页架构，也能从网站上爬取新闻文章我们都知道，有一些Python插件可以帮我们完成爬虫的工作，其中一个叫BeautifulSoup。这是一个很好用的插件，但是这个插件要求我们深入了解每个新闻平台的独特html结构，像我这么懒的人，肯定不会这么干，每个网站都要去了解框架，太浪费时间了。通过大量的搜索，我找到了解决问题的简单方法，那就是Newspaper3k！在本教程中，我将向你展示如何快速将不同新闻网站中的大量新闻文章，抓取到简单的python脚本中。,https://www.toutiao.com/i6837405609982165517/,all
208,001,如何用Python构建机器学习推荐系统？网易云、爱奇艺也用这种方法,https://www.toutiao.com/i6857798710378627595/,all
209,001,都2020年了，居然还有人没有在数据科学项目中使用Docker？,https://www.toutiao.com/i6861872085845672459/,all
210,001,2020年人气最高的十大NLP库推荐,https://www.toutiao.com/i6865184943060812291/,all
211,001,找数据，这些网站必须得收藏(国内国外数据源整理),https://www.toutiao.com/i6877529141395390989/,all
212,001,对学渣最友好的公式：凯利公式根据凯利公式，用这个f比例下注，可以让收益的复利效应达到最大，且风险较小。举个例子：我能来玩投骰子游戏，投到1、2、3（小）你赢，投到4、5、6（大）我赢，每次游戏下注10元。你赢了你拿走30元，你输了就没有钱拿。,https://www.toutiao.com/i6874799243714888205/,all
213,001,黑客手中利器nmap扫描器，轻而易举发现漏洞介绍nmap是用来探测计算机网络上的主机和服务的一种安全扫描器。为了绘制网络拓扑图Nmap的发送特制的数据包到目标主机然后对返回数据包进行分析。Nmap是一款枚举和测试网络的强大工具。特点主机探测端口扫描版本检测支持探测脚本的编写基本操作基本快速扫描,https://www.toutiao.com/i6801013457710744068/,all
214,001,「手把手教你」使用pyfinance进行证券收益分析在查找如何使用Python实现滚动回归时，发现一个很有用的量化金融包——pyfinance。顾名思义，pyfinance是为投资管理和证券收益分析而构建的Python分析包，主要是对面向定量金融的现有包进行补充，如pyfolio和pandas等。pyfinance包含六个模块，,https://www.toutiao.com/i6871057183694389768/,all
215,001,自然语言处理N天-Day0301中文文本关键字抽取,https://www.toutiao.com/i6655537491346457091/,all
216,001,特征工程之处理时间序列数据,https://www.toutiao.com/i6868811429042979331/,all
217,001,使用Python进行线性规划示例,https://www.toutiao.com/i6826246008305877517/,all
218,001,深度学习必懂的13种概率分布,https://www.toutiao.com/i6784780692212417036/,all
219,001,BiLSTM+CRF是命名实体识别中最为流行的模型，但是LSTM需要按顺序处理输入的序列，速度比较慢。而采用CNN可以更高效的处理输入序列，本文介绍一种使用膨胀卷积进行命名实体识别的方法IDCNN，通过膨胀卷积可以使模型接收更长的上下文信息。,https://www.toutiao.com/i6852332955918926348/,all
220,001,一文看懂如何使用（Py）Stan进行贝叶斯推理,https://www.toutiao.com/i6784058862472266254/,all
221,001,中文命名实体识别算法LatticeLSTM中文命名实体识别(NER)算法按照输入的类型，可以大致分为Character-based(字符)和Word-based(单词)两种。这两种方法都存在一些缺陷，Character-based不能利用词汇和词汇序列信息；Word-based需要分词，分词的错误会对NER结果产生较大影响。因此新加坡的研究者在2018年提出了一种LatticeLSTM的算法，可以利用词汇信息，也可以避免分词错误对模型的影响。,https://www.toutiao.com/i6860426727064076812/,all
222,001,如何加密你的Python代码在PyConChina2018杭州站分享过Python源码加密，讲述了如何通过修改Python解释器达到加解密Python代码的目的。然而因为笔者拖延症发作，一直没有及时整理成文字版，现在终于战胜了它，才有了本文。本文将首先介绍下现有源码加密方案的思路、方法、优点与不足，进而介绍如何通过定制Python解释器来达到更好地加解密源码的目的,https://www.toutiao.com/i6787960784971366923/,all
223,001,想要学习启发式算法？推荐你看看这个价值极高的开源项目,https://www.toutiao.com/i6859551456538984973/,all
224,001,"中文自然语言处理百万级语料库-ChineseSemanticKB免费下载ChineseSemanticKB,chinesesemanticknowledgebase,面向中文处理的12类、百万规模的语义常用词典，包括34万抽象语义库、34万反义语义库、43万同义语义库等，可支持句子扩展、转写、事件抽象与泛化等多种应用场景。",https://www.toutiao.com/i6858591040308249099/,all
225,001,FastText词嵌入的可视化指南,https://www.toutiao.com/i6849212027395801603/,all
226,001,手把手教你使用Python实战反欺诈模型｜原理+代码,https://www.toutiao.com/i6848963693862978062/,all
227,001,AI如何下棋？直观了解蒙特卡洛树搜索MCTS！！！,https://www.ixigua.com/6838570899633865229/,all
228,001,蒙特卡罗方法/蒙特卡洛树搜索MonteCarloTreeSearch，MCTS,https://www.toutiao.com/i6846250303206261261/,all
186,0,扫描本机所在网段上有哪些主机是存活的,"sudo nmap -sP ",
187,1,端口扫描：输入目标主机ip，扫描某台主机开放了哪些端口,"sudo nmap -sT ",
188,2,隐藏扫描，输入目标主机ip，只在目标主机上留下很少的日志信息,"sudo nmap -sS ",
189,3,UDP端口扫描：输入目标主机ip，扫描目标主机开放了哪些UDP端口,"sudo nmap -sU ",
190,4,操作系统识别：输入目标主机ip，查询是哪个系统,"sudo nmap -sS -O  ",
191,5,上传或者同步大型项目文件到服务器,rsync -avP <文件位置> <服务器ip>:<服务器内待存位置>,
192,6,检查本机网段内ip,ifconfig | grep inet | grep netmask | grep b,
193,7,查看本机网段内 激活/在线 的设备,fping -g <内网ip>/24,
194,8,查询本地公网ip,curl cip.cc,
195,9,上传《网络工具》项目到GPU服务器,rsync -avP /Users/zhangjing/网络工具/ GPUserver:/home/manman/网络工具/,
196,10,上传《网络工具》项目到华为服务器,rsync -avP /Users/zhangjing/网络工具/ huawei:/root/网络工具/,
197,11,查询系统运行时间,"uptime -p / cat /proc/uptime| awk -F. '{run_days=$1 / 86400;run_hour=($1 % 86400)/3600;run_minute=($1 % 3600)/60;run_second=$1 % 60;printf(""系统已运行：%d天%d时%d分%d秒"",run_days,run_hour,run_minute,run_second)}'",
198,12,查询系统开机时间,"who -r / date -d ""$(awk -F. '{print $1}' /proc/uptime) second ago"" +""%Y-%m-%d %H:%M:%S""",
199,13,查询系统历史启动时间,last reboot,
200,14,存储盘的位置,cd /media/manman/,
201,15,酒店开房数据集的位置,cd /media/manman/E6EEBD7CEEBD4599/大型数据集备份/酒店记录数据集,
202,16,爬虫---requests模块简单使用,https://blog.csdn.net/qq_41341757/article/details/109790067?utm_medium=distribute.pc_category.none-task-blog-hot-1.nonecase&depth_1-utm_source=distribute.pc_category.none-task-blog-hot-1.nonecase,
203,17,一文带你全面了解图神经网络,https://www.toutiao.com/i6779153004244238860/?tt_from=weixin&utm_campaign=client_share&wxshare_count=1&timestamp=1608978738&app=news_article&utm_source=weixin&utm_medium=toutiao_ios&use_new_style=1&req_id=2020122618321801002607721005A4403D&group_id=6779153004244238860,""